id,unknownEntities
a120105b,XX;XX2;XX3
4f2e7177,XX;XX2;XX3
d14ae4d4,XX;XX2;XX3
4843b56e,XX;XX2;XX3
c851d595,XX;XX2;XX3
48a40d43,XX;XX2;XX3
a6aa6c6f,XX;XX2;XX3
38cef9cc,XX;XX2;XX3
81bfed7c,XX;XX2;XX3
6fb18c50,XX;XX2;XX3
98a4dc3d,XX;XX2;XX3
efa3ecab,XX;XX2;XX3
01ad8d87,XX;XX2;XX3
71c77908,XX;XX2;XX3
967f540f,XX;XX2;XX3
e1786499,XX;XX2;XX3
b3898ffe,XX;XX2;XX3
aa92bebf,XX;XX2;XX3
e5d32878,XX;XX2;XX3
92d418ee,XX;XX2;XX3
7cda79c2,XX;XX2;XX3
0cb08d4d,XX;XX2;XX3
eb08a04a,XX;XX2;XX3
8bcf29af,XX;XX2;XX3
f213910b,XX;XX2;XX3
d93ec2c8,XX;XX2;XX3
ae39f25e,XX;XX2;XX3
cefe7bbb,XX;XX2;XX3
57f72a01,XX;XX2;XX3
279dde8e,XX;XX2;XX3
509aee18,XX;XX2;XX3
b722c31f,XX;XX2;XX3
49666774,XX;XX2;XX3
a7680658,XX;XX2;XX3
d06f36ce,XX;XX2;XX3
507d5635,XX;XX2;XX3
ce19c396,XX;XX2;XX3
f3f7cb6f,XX;XX2;XX3
1df9aa43,XX;XX2;XX3
6d935ecc,XX;XX2;XX3
fd2c435d,XX;XX2;XX3
eaecfa2e,XX;XX2;XX3
73e5ab94,XX;XX2;XX3
c6ac6df4,XX;XX2;XX3
cf1a21df,XX;XX2;XX3
e09c3efd,XX;XX2;XX3
0e925fd1,XX;XX2;XX3
90f6ca72,XX;XX2;XX3
ee47b6cf,XX;XX2;XX3
89edfb33,XX;XX2;XX3
a5ad6ce9,XX;XX2;XX3
4ccec9dc,XX;XX2;XX3
cbb16d3e,XX;XX2;XX3
bbdb99b1,XX;XX2;XX3
22d2c80b,XX;XX2;XX3
55d5f89d,XX;XX2;XX3
d520204b,XX;XX2;XX3
a54ad4c4,XX;XX2;XX3
d24de452,XX;XX2;XX3
42f2f9c3,XX;XX2;XX3
35f5c955,XX;XX2;XX3
bb3c219c,XX;XX2;XX3
525f84a9,XX;XX2;XX3
2ceef814,XX;XX2;XX3
7227c1a3,XX;XX2;XX3
ec435400,XX;XX2;XX3
754a05ba,XX;XX2;XX3
92f228bd,XX;XX2;XX3
e5f5182b,XX;XX2;XX3
590a9260,XX;XX2;XX3
2e0da2f6,XX;XX2;XX3
4011a321,XX;XX2;XX3
a9720614,XX;XX2;XX3
477c6738,XX;XX2;XX3
a0c44a3f,XX;XX2;XX3
d7c37aa9,XX;XX2;XX3
e15e54ca,XX;XX2;XX3
0f5035e6,XX;XX2;XX3
78570570,XX;XX2;XX3
9134a045,XX;XX2;XX3
7f3ac169,XX;XX2;XX3
9882ec6e,XX;XX2;XX3
614c3431,XX;XX2;XX3
4a6167f2,XX;XX2;XX3
bd74379f,XX;XX2;XX3
3aec2b50,XX;XX2;XX3
4a86dfdf,XX;XX2;XX3
d38f8e65,XX;XX2;XX3
3437a362,XX;XX2;XX3
cdf97b3d,XX;XX2;XX3
539dee9e,XX;XX2;XX3
2d2c9223,XX;XX2;XX3
9e6f1ed6,XX;XX2;XX3
9902dacf,XX;XX2;XX3
ee05ea59,XX;XX2;XX3
5b4c2c39,XX;XX2;XX3
b22f890c,XX;XX2;XX3
5c21e820,XX;XX2;XX3
323de9f7,XX;XX2;XX3
e4752e8a,XX;XX2;XX3
0a7b4fa6,XX;XX2;XX3
630a8a68,XX;XX2;XX3
fd6e1fcb,XX;XX2;XX3
13607ee7,XX;XX2;XX3
f4d853e0,XX;XX2;XX3
3f20e93d,XX;XX2;XX3
4f4a1db2,XX;XX2;XX3
a8f230b5,XX;XX2;XX3
b85f4ddf,XX;XX2;XX3
21561c65,XX;XX2;XX3
c6ee3162,XX;XX2;XX3
b1e901f4,XX;XX2;XX3
48c06186,XX;XX2;XX3
3fc75110,XX;XX2;XX3
a6ce00aa,XX;XX2;XX3
41762dad,XX;XX2;XX3
36711d3b,XX;XX2;XX3
21b1a448,XX;XX2;XX3
bfd531eb,XX;XX2;XX3
c8d2017d,XX;XX2;XX3
586d1cec,XX;XX2;XX3
2f6a2c7a,XX;XX2;XX3
ff6afd04,XX;XX2;XX3
9fad74e1,XX;XX2;XX3
06a4255b,XX;XX2;XX3
98c0b0f8,XX;XX2;XX3
c4ead3ad,XX;XX2;XX3
2ae4b281,XX;XX2;XX3
da9c26f5,XX;XX2;XX3
4395774f,XX;XX2;XX3
ddf1e2ec,XX;XX2;XX3
44f8b356,XX;XX2;XX3
a3409e51,XX;XX2;XX3
92b0742b,XX;XX2;XX3
ec010896,XX;XX2;XX3
fbc1b1e5,XX;XX2;XX3
a7ebd2b0,XX;XX2;XX3
d781263f,XX;XX2;XX3
a9305a82,XX;XX2;XX3
c9f7d367,XX;XX2;XX3
bef0e3f1,XX;XX2;XX3
50fe82dd,XX;XX2;XX3
ce9a177e,XX;XX2;XX3
4e6fcfa8,XX;XX2;XX3
b97a9fc5,XX;XX2;XX3
ce7daf53,XX;XX2;XX3
c9106b4a,XX;XX2;XX3
8dea029d,XX;XX2;XX3
faed320b,XX;XX2;XX3
fd80f612,XX;XX2;XX3
138e973e,XX;XX2;XX3
7aff52f0,XX;XX2;XX3
939cf7c5,XX;XX2;XX3
ed2d8b78,XX;XX2;XX3
56bfc52a,XX;XX2;XX3
21b8f5bc,XX;XX2;XX3
e986c799,XX;XX2;XX3
0788a6b5,XX;XX2;XX3
77e2523a,XX;XX2;XX3
6ef9637b,XX;XX2;XX3
89414e7c,XX;XX2;XX3
dbb0a51b,XX;XX2;XX3
acb7958d,XX;XX2;XX3
35bec437,XX;XX2;XX3
dcdd6102,XX;XX2;XX3
abda5194,XX;XX2;XX3
32d3002e,XX;XX2;XX3
a26c1dbf,XX;XX2;XX3
c2ab945a,XX;XX2;XX3
b2c160d5,XX;XX2;XX3
2bc8316f,XX;XX2;XX3
bb772cfe,XX;XX2;XX3
45338895,XX;XX2;XX3
35597c1a,XX;XX2;XX3
ac502da0,XX;XX2;XX3
4be800a7,XX;XX2;XX3
3cef3031,XX;XX2;XX3
2b2f8942,XX;XX2;XX3
c24c2c77,XX;XX2;XX3
52f331e6,XX;XX2;XX3
25f40170,XX;XX2;XX3
fb2f583c,XX;XX2;XX3
fc429c25,XX;XX2;XX3
953359eb,XX;XX2;XX3
7b3d38c7,XX;XX2;XX3
7c50fcde,XX;XX2;XX3
0b57cc48,XX;XX2;XX3
9be8d1d9,XX;XX2;XX3
c9193abe,XX;XX2;XX3
50106b04,XX;XX2;XX3
27175b92,XX;XX2;XX3
b0c5821a,XX;XX2;XX3
c7c2b28c,XX;XX2;XX3
3e0c6ad3,XX;XX2;XX3
ded983cd,XX;XX2;XX3
e844adae,XX;XX2;XX3
9f439d38,XX;XX2;XX3
ef2969b7,XX;XX2;XX3
6f3b094c,XX;XX2;XX3
8883244b,XX;XX2;XX3
33116a19,XX;XX2;XX3
d4a9471e,XX;XX2;XX3
b46ecefb,XX;XX2;XX3
cdb2765f,XX;XX2;XX3
33f6d234,XX;XX2;XX3
aaff838e,XX;XX2;XX3
4a2a6a90,XX;XX2;XX3
53315bd1,XX;XX2;XX3
83dcefb7,XX;XX2;XX3
1ad5be0d,XX;XX2;XX3
6dd28e9b,XX;XX2;XX3
f3b61b38,XX;XX2;XX3
84b12bae,XX;XX2;XX3
1db87a14,XX;XX2;XX3
6abf4a82,XX;XX2;XX3
fa005713,XX;XX2;XX3
8d076785,XX;XX2;XX3
d65a1577,XX;XX2;XX3
4f5344cd,XX;XX2;XX3
3854745b,XX;XX2;XX3
a630e1f8,XX;XX2;XX3
483e80d4,XX;XX2;XX3
af86add3,XX;XX2;XX3
d8819d45,XX;XX2;XX3
8a707622,XX;XX2;XX3
fd7746b4,XX;XX2;XX3
647e170e,XX;XX2;XX3
13792798,XX;XX2;XX3
8d1db23b,XX;XX2;XX3
fa1a82ad,XX;XX2;XX3
6313d317,XX;XX2;XX3
1414e381,XX;XX2;XX3
84abfe10,XX;XX2;XX3
f3acce86,XX;XX2;XX3
936b4763,XX;XX2;XX3
e46c77f5,XX;XX2;XX3
7d65264f,XX;XX2;XX3
0a6216d9,XX;XX2;XX3
9406837a,XX;XX2;XX3
e301b3ec,XX;XX2;XX3
7a08e256,XX;XX2;XX3
0d0fd2c0,XX;XX2;XX3
9db0cf51,XX;XX2;XX3
eab7ffc7,XX;XX2;XX3
dc2ad1a4,XX;XX2;XX3
ab2de132,XX;XX2;XX3
3224b088,XX;XX2;XX3
4523801e,XX;XX2;XX3
db4715bd,XX;XX2;XX3
35497491,XX;XX2;XX3
424e4407,XX;XX2;XX3
d2f15996,XX;XX2;XX3
a5f66900,XX;XX2;XX3
2b3f81c9,XX;XX2;XX3
5c38b15f,XX;XX2;XX3
c25c24fc,XX;XX2;XX3
b55b146a,XX;XX2;XX3
2c5245d0,XX;XX2;XX3
5b557546,XX;XX2;XX3
cbea68d7,XX;XX2;XX3
bced5841,XX;XX2;XX3
ee1cb326,XX;XX2;XX3
991b83b0,XX;XX2;XX3
0012d20a,XX;XX2;XX3
e971773f,XX;XX2;XX3
9e7647a9,XX;XX2;XX3
077f1613,XX;XX2;XX3
70782685,XX;XX2;XX3
e0c73b14,XX;XX2;XX3
97c00b82,XX;XX2;XX3
f7078267,XX;XX2;XX3
8000b2f1,XX;XX2;XX3
1909e34b,XX;XX2;XX3
f06a467e,XX;XX2;XX3
876d76e8,XX;XX2;XX3
1e642752,XX;XX2;XX3
696317c4,XX;XX2;XX3
f9dc0a55,XX;XX2;XX3
8edb3ac3,XX;XX2;XX3
709f9ea8,XX;XX2;XX3
0798ae3e,XX;XX2;XX3
9e91ff84,XX;XX2;XX3
e996cf12,XX;XX2;XX3
77f25ab1,XX;XX2;XX3
00f56a27,XX;XX2;XX3
7e44169a,XX;XX2;XX3
0943260c,XX;XX2;XX3
6984afe9,XX;XX2;XX3
1e839f7f,XX;XX2;XX3
878acec5,XX;XX2;XX3
6ee96bf0,XX;XX2;XX3
19ee5b66,XX;XX2;XX3
80e70adc,XX;XX2;XX3
f7e03a4a,XX;XX2;XX3
675f27db,XX;XX2;XX3
1058174d,XX;XX2;XX3
237750ea,XX;XX2;XX3
cd7931c6,XX;XX2;XX3
ba7e0150,XX;XX2;XX3
241a94f3,XX;XX2;XX3
531da465,XX;XX2;XX3
ca14f5df,XX;XX2;XX3
bd13c549,XX;XX2;XX3
5aabe84e,XX;XX2;XX3
3a6c61ab,XX;XX2;XX3
4d6b513d,XX;XX2;XX3
d4620087,XX;XX2;XX3
a3653011,XX;XX2;XX3
3d01a5b2,XX;XX2;XX3
4a069524,XX;XX2;XX3
d30fc49e,XX;XX2;XX3
a408f408,XX;XX2;XX3
34b7e999,XX;XX2;XX3
43b0d90f,XX;XX2;XX3
11413268,XX;XX2;XX3
664602fe,XX;XX2;XX3
ff4f5344,XX;XX2;XX3
884863d2,XX;XX2;XX3
162cf671,XX;XX2;XX3
612bc6e7,XX;XX2;XX3
f822975d,XX;XX2;XX3
8f25a7cb,XX;XX2;XX3
1f9aba5a,XX;XX2;XX3
689d8acc,XX;XX2;XX3
085a0329,XX;XX2;XX3
7f5d33bf,XX;XX2;XX3
e6546205,XX;XX2;XX3
91535293,XX;XX2;XX3
0f37c730,XX;XX2;XX3
7830f7a6,XX;XX2;XX3
e139a61c,XX;XX2;XX3
963e968a,XX;XX2;XX3
06818b1b,XX;XX2;XX3
7186bb8d,XX;XX2;XX3
471b95ee,XX;XX2;XX3
301ca578,XX;XX2;XX3
a915f4c2,XX;XX2;XX3
de12c454,XX;XX2;XX3
407651f7,XX;XX2;XX3
37716161,XX;XX2;XX3
ae7830db,XX;XX2;XX3
d97f004d,XX;XX2;XX3
3ec72d4a,XX;XX2;XX3
5e00a4af,XX;XX2;XX3
29079439,XX;XX2;XX3
b00ec583,XX;XX2;XX3
c709f515,XX;XX2;XX3
596d60b6,XX;XX2;XX3
2e6a5020,XX;XX2;XX3
c064310c,XX;XX2;XX3
50db2c9d,XX;XX2;XX3
27dc1c0b,XX;XX2;XX3
752df76c,XX;XX2;XX3
022ac7fa,XX;XX2;XX3
9b239640,XX;XX2;XX3
72403375,XX;XX2;XX3
9c4e5259,XX;XX2;XX3
eb4962cf,XX;XX2;XX3
7bf67f5e,XX;XX2;XX3
0cf14fc8,XX;XX2;XX3
6c36c62d,XX;XX2;XX3
1b31f6bb,XX;XX2;XX3
8238a701,XX;XX2;XX3
f53f9797,XX;XX2;XX3
6b5b0234,XX;XX2;XX3
1c5c32a2,XX;XX2;XX3
85556318,XX;XX2;XX3
f252538e,XX;XX2;XX3
62ed4e1f,XX;XX2;XX3
15ea7e89,XX;XX2;XX3
ebaedae2,XX;XX2;XX3
72a78b58,XX;XX2;XX3
ecc31efb,XX;XX2;XX3
9bc42e6d,XX;XX2;XX3
02cd7fd7,XX;XX2;XX3
75ca4f41,XX;XX2;XX3
e57552d0,XX;XX2;XX3
92726246,XX;XX2;XX3
f2b5eba3,XX;XX2;XX3
1cbb8a8f,XX;XX2;XX3
6bbcba19,XX;XX2;XX3
f5d82fba,XX;XX2;XX3
82df1f2c,XX;XX2;XX3
1bd64e96,XX;XX2;XX3
6cd17e00,XX;XX2;XX3
fc6e6391,XX;XX2;XX3
8b695307,XX;XX2;XX3
2131eeb3,XX;XX2;XX3
5636de25,XX;XX2;XX3
cf3f8f9f,XX;XX2;XX3
b838bf09,XX;XX2;XX3
265c2aaa,XX;XX2;XX3
515b1a3c,XX;XX2;XX3
c8524b86,XX;XX2;XX3
bf557b10,XX;XX2;XX3
58ed5617,XX;XX2;XX3
382adff2,XX;XX2;XX3
4f2def64,XX;XX2;XX3
d624bede,XX;XX2;XX3
a1238e48,XX;XX2;XX3
3f471beb,XX;XX2;XX3
48402b7d,XX;XX2;XX3
d1497ac7,XX;XX2;XX3
36f157c0,XX;XX2;XX3
41f66756,XX;XX2;XX3
13078c31,XX;XX2;XX3
6400bca7,XX;XX2;XX3
fd09ed1d,XX;XX2;XX3
8a0edd8b,XX;XX2;XX3
146a4828,XX;XX2;XX3
636d78be,XX;XX2;XX3
fa642904,XX;XX2;XX3
8d631992,XX;XX2;XX3
6adb3495,XX;XX2;XX3
7d1b8de6,XX;XX2;XX3
e412dc5c,XX;XX2;XX3
9315ecca,XX;XX2;XX3
0d717969,XX;XX2;XX3
7a7649ff,XX;XX2;XX3
e37f1845,XX;XX2;XX3
947828d3,XX;XX2;XX3
04c73542,XX;XX2;XX3
73c005d4,XX;XX2;XX3
455d2bb7,XX;XX2;XX3
ab534a9b,XX;XX2;XX3
dc547a0d,XX;XX2;XX3
4230efae,XX;XX2;XX3
3537df38,XX;XX2;XX3
ac3e8e82,XX;XX2;XX3
db39be14,XX;XX2;XX3
3c819313,XX;XX2;XX3
5c461af6,XX;XX2;XX3
2b412a60,XX;XX2;XX3
b2487bda,XX;XX2;XX3
c54f4b4c,XX;XX2;XX3
2c2cee79,XX;XX2;XX3
b525bfc3,XX;XX2;XX3
c2228f55,XX;XX2;XX3
529d92c4,XX;XX2;XX3
259aa252,XX;XX2;XX3
776b4935,XX;XX2;XX3
006c79a3,XX;XX2;XX3
99652819,XX;XX2;XX3
ee62188f,XX;XX2;XX3
0701bdba,XX;XX2;XX3
9e08ec00,XX;XX2;XX3
e90fdc96,XX;XX2;XX3
79b0c107,XX;XX2;XX3
0eb7f191,XX;XX2;XX3
6e707874,XX;XX2;XX3
197748e2,XX;XX2;XX3
f77929ce,XX;XX2;XX3
691dbc6d,XX;XX2;XX3
1e1a8cfb,XX;XX2;XX3
8713dd41,XX;XX2;XX3
f014edd7,XX;XX2;XX3
60abf046,XX;XX2;XX3
e9e864bb,XX;XX2;XX3
9eef542d,XX;XX2;XX3
07e60597,XX;XX2;XX3
ee85a0a2,XX;XX2;XX3
008bc18e,XX;XX2;XX3
778cf118,XX;XX2;XX3
e733ec89,XX;XX2;XX3
9034dc1f,XX;XX2;XX3
f0f355fa,XX;XX2;XX3
87f4656c,XX;XX2;XX3
1efd34d6,XX;XX2;XX3
69fa0440,XX;XX2;XX3
f79e91e3,XX;XX2;XX3
8099a175,XX;XX2;XX3
1990f0cf,XX;XX2;XX3
fe28ddc8,XX;XX2;XX3
20f38484,XX;XX2;XX3
57f4b412,XX;XX2;XX3
cefde5a8,XX;XX2;XX3
b9fad53e,XX;XX2;XX3
279e409d,XX;XX2;XX3
be971127,XX;XX2;XX3
2e280cb6,XX;XX2;XX3
592f3c20,XX;XX2;XX3
39e8b5c5,XX;XX2;XX3
4eef8553,XX;XX2;XX3
d7e6d4e9,XX;XX2;XX3
a0e1e47f,XX;XX2;XX3
a78c2066,XX;XX2;XX3
37333df7,XX;XX2;XX3
40340d61,XX;XX2;XX3
12c5e606,XX;XX2;XX3
65c2d690,XX;XX2;XX3
fccb872a,XX;XX2;XX3
8bccb7bc,XX;XX2;XX3
62af1289,XX;XX2;XX3
fba64333,XX;XX2;XX3
8ca173a5,XX;XX2;XX3
1c1e6e34,XX;XX2;XX3
6b195ea2,XX;XX2;XX3
0bded747,XX;XX2;XX3
7cd9e7d1,XX;XX2;XX3
e5d0b66b,XX;XX2;XX3
92d786fd,XX;XX2;XX3
0cb3135e,XX;XX2;XX3
7bb423c8,XX;XX2;XX3
e2bd7272,XX;XX2;XX3
95ba42e4,XX;XX2;XX3
72026fe3,XX;XX2;XX3
449f4180,XX;XX2;XX3
33987116,XX;XX2;XX3
aa9120ac,XX;XX2;XX3
dd96103a,XX;XX2;XX3
34f5b50f,XX;XX2;XX3
dafbd423,XX;XX2;XX3
4a44c9b2,XX;XX2;XX3
5d8470c1,XX;XX2;XX3
2a834057,XX;XX2;XX3
b38a11ed,XX;XX2;XX3
c48d217b,XX;XX2;XX3
5ae9b4d8,XX;XX2;XX3
2dee844e,XX;XX2;XX3
b4e7d5f4,XX;XX2;XX3
c3e0e562,XX;XX2;XX3
535ff8f3,XX;XX2;XX3
2458c865,XX;XX2;XX3
76a92302,XX;XX2;XX3
01ae1394,XX;XX2;XX3
98a7422e,XX;XX2;XX3
efa072b8,XX;XX2;XX3
71c4e71b,XX;XX2;XX3
06c3d78d,XX;XX2;XX3
9fca8637,XX;XX2;XX3
7872ab30,XX;XX2;XX3
0f759ba6,XX;XX2;XX3
6fb21243,XX;XX2;XX3
18b522d5,XX;XX2;XX3
81bc736f,XX;XX2;XX3
f6bb43f9,XX;XX2;XX3
1fd8e6cc,XX;XX2;XX3
86d1b776,XX;XX2;XX3
f1d687e0,XX;XX2;XX3
61699a71,XX;XX2;XX3
166eaae7,XX;XX2;XX3
e82a0e8c,XX;XX2;XX3
9f2d3e1a,XX;XX2;XX3
06246fa0,XX;XX2;XX3
71235f36,XX;XX2;XX3
ef47ca95,XX;XX2;XX3
9840fa03,XX;XX2;XX3
0149abb9,XX;XX2;XX3
764e9b2f,XX;XX2;XX3
91f6b628,XX;XX2;XX3
f1313fcd,XX;XX2;XX3
86360f5b,XX;XX2;XX3
68386e77,XX;XX2;XX3
f65cfbd4,XX;XX2;XX3
815bcb42,XX;XX2;XX3
ffeab7ff,XX;XX2;XX3
88ed8769,XX;XX2;XX3
52bba297,XX;XX2;XX3
cbb2f32d,XX;XX2;XX3
bcb5c3bb,XX;XX2;XX3
22d15618,XX;XX2;XX3
55d6668e,XX;XX2;XX3
ccdf3734,XX;XX2;XX3
bbd807a2,XX;XX2;XX3
2b671a33,XX;XX2;XX3
5c602aa5,XX;XX2;XX3
4ba093d6,XX;XX2;XX3
d2a9c26c,XX;XX2;XX3
a5aef2fa,XX;XX2;XX3
3bca6759,XX;XX2;XX3
4ccd57cf,XX;XX2;XX3
d5c40675,XX;XX2;XX3
a2c336e3,XX;XX2;XX3
327c2b72,XX;XX2;XX3
457b1be4,XX;XX2;XX3
178af083,XX;XX2;XX3
608dc015,XX;XX2;XX3
f98491af,XX;XX2;XX3
8e83a139,XX;XX2;XX3
10e7349a,XX;XX2;XX3
67e0040c,XX;XX2;XX3
fee955b6,XX;XX2;XX3
89ee6520,XX;XX2;XX3
195178b1,XX;XX2;XX3
6e564827,XX;XX2;XX3
0e91c1c2,XX;XX2;XX3
7996f154,XX;XX2;XX3
e09fa0ee,XX;XX2;XX3
97989078,XX;XX2;XX3
09fc05db,XX;XX2;XX3
7efb354d,XX;XX2;XX3
e7f264f7,XX;XX2;XX3
004a49f0,XX;XX2;XX3
774d7966,XX;XX2;XX3
41d05705,XX;XX2;XX3
36d76793,XX;XX2;XX3
afde3629,XX;XX2;XX3
d8d906bf,XX;XX2;XX3
46bd931c,XX;XX2;XX3
31baa38a,XX;XX2;XX3
a8b3f230,XX;XX2;XX3
dfb4c2a6,XX;XX2;XX3
4f0bdf37,XX;XX2;XX3
380cefa1,XX;XX2;XX3
58cb6644,XX;XX2;XX3
b6c50768,XX;XX2;XX3
c1c237fe,XX;XX2;XX3
5fa6a25d,XX;XX2;XX3
28a192cb,XX;XX2;XX3
b1a8c371,XX;XX2;XX3
c6aff3e7,XX;XX2;XX3
5610ee76,XX;XX2;XX3
2117dee0,XX;XX2;XX3
9de854ab,XX;XX2;XX3
eaef643d,XX;XX2;XX3
9a8590b2,XX;XX2;XX3
0a3a8d23,XX;XX2;XX3
6afd04c6,XX;XX2;XX3
1dfa3450,XX;XX2;XX3
84f365ea,XX;XX2;XX3
f3f4557c,XX;XX2;XX3
6d90c0df,XX;XX2;XX3
1a97f049,XX;XX2;XX3
839ea1f3,XX;XX2;XX3
64268cf4,XX;XX2;XX3
1321bc62,XX;XX2;XX3
ed651809,XX;XX2;XX3
9a62289f,XX;XX2;XX3
036b7925,XX;XX2;XX3
746c49b3,XX;XX2;XX3
ea08dc10,XX;XX2;XX3
9d0fec86,XX;XX2;XX3
0406bd3c,XX;XX2;XX3
73018daa,XX;XX2;XX3
e3be903b,XX;XX2;XX3
f47e2948,XX;XX2;XX3
837919de,XX;XX2;XX3
1a704864,XX;XX2;XX3
f313ed51,XX;XX2;XX3
8414ddc7,XX;XX2;XX3
1d1d8c7d,XX;XX2;XX3
6a1abceb,XX;XX2;XX3
faa5a17a,XX;XX2;XX3
8da291ec,XX;XX2;XX3
5379c8a0,XX;XX2;XX3
ca70991a,XX;XX2;XX3
bd77a98c,XX;XX2;XX3
23133c2f,XX;XX2;XX3
cd1d5d03,XX;XX2;XX3
ba1a6d95,XX;XX2;XX3
2aa57004,XX;XX2;XX3
5da24092,XX;XX2;XX3
4a62f9e1,XX;XX2;XX3
a46c98cd,XX;XX2;XX3
3a080d6e,XX;XX2;XX3
4d0f3df8,XX;XX2;XX3
d4066c42,XX;XX2;XX3
a3015cd4,XX;XX2;XX3
33be4145,XX;XX2;XX3
44b971d3,XX;XX2;XX3
16489ab4,XX;XX2;XX3
614faa22,XX;XX2;XX3
f846fb98,XX;XX2;XX3
8f41cb0e,XX;XX2;XX3
11255ead,XX;XX2;XX3
66226e3b,XX;XX2;XX3
ff2b3f81,XX;XX2;XX3
882c0f17,XX;XX2;XX3
18931286,XX;XX2;XX3
6f942210,XX;XX2;XX3
0f53abf5,XX;XX2;XX3
78549b63,XX;XX2;XX3
e15dcad9,XX;XX2;XX3
965afa4f,XX;XX2;XX3
7f395f7a,XX;XX2;XX3
018823c7,XX;XX2;XX3
768f1351,XX;XX2;XX3
37150da4,XX;XX2;XX3
ae1c5c1e,XX;XX2;XX3
d91b6c88,XX;XX2;XX3
477ff92b,XX;XX2;XX3
3078c9bd,XX;XX2;XX3
a9719807,XX;XX2;XX3
de76a891,XX;XX2;XX3
4ec9b500,XX;XX2;XX3
39ce8596,XX;XX2;XX3
59090c73,XX;XX2;XX3
b7076d5f,XX;XX2;XX3
5e64c86a,XX;XX2;XX3
2963f8fc,XX;XX2;XX3
b06aa946,XX;XX2;XX3
c76d99d0,XX;XX2;XX3
57d28441,XX;XX2;XX3
20d5b4d7,XX;XX2;XX3
72245fb0,XX;XX2;XX3
eb2d0e0a,XX;XX2;XX3
75499ba9,XX;XX2;XX3
024eab3f,XX;XX2;XX3
9b47fa85,XX;XX2;XX3
7cffd782,XX;XX2;XX3
0bf8e714,XX;XX2;XX3
6b3f6ef1,XX;XX2;XX3
85310fdd,XX;XX2;XX3
f2363f4b,XX;XX2;XX3
6c52aae8,XX;XX2;XX3
1b559a7e,XX;XX2;XX3
825ccbc4,XX;XX2;XX3
f55bfb52,XX;XX2;XX3
65e4e6c3,XX;XX2;XX3
12e3d655,XX;XX2;XX3
eca7723e,XX;XX2;XX3
9ba042a8,XX;XX2;XX3
02a91312,XX;XX2;XX3
75ae2384,XX;XX2;XX3
ebcab627,XX;XX2;XX3
9ccd86b1,XX;XX2;XX3
05c4d70b,XX;XX2;XX3
72c3e79d,XX;XX2;XX3
e27cfa0c,XX;XX2;XX3
957bca9a,XX;XX2;XX3
82bb73e9,XX;XX2;XX3
1bb22253,XX;XX2;XX3
6cb512c5,XX;XX2;XX3
f2d18766,XX;XX2;XX3
85d6b7f0,XX;XX2;XX3
1cdfe64a,XX;XX2;XX3
6bd8d6dc,XX;XX2;XX3
fb67cb4d,XX;XX2;XX3
8c60fbdb,XX;XX2;XX3
2638466f,XX;XX2;XX3
bf3117d5,XX;XX2;XX3
21558276,XX;XX2;XX3
5652b2e0,XX;XX2;XX3
cf5be35a,XX;XX2;XX3
b85cd3cc,XX;XX2;XX3
28e3ce5d,XX;XX2;XX3
5fe4fecb,XX;XX2;XX3
3f23772e,XX;XX2;XX3
482447b8,XX;XX2;XX3
d12d1602,XX;XX2;XX3
a62a2694,XX;XX2;XX3
384eb337,XX;XX2;XX3
4f4983a1,XX;XX2;XX3
d640d21b,XX;XX2;XX3
a147e28d,XX;XX2;XX3
31f8ff1c,XX;XX2;XX3
46ffcf8a,XX;XX2;XX3
140e24ed,XX;XX2;XX3
6309147b,XX;XX2;XX3
fa0045c1,XX;XX2;XX3
8d077557,XX;XX2;XX3
1363e0f4,XX;XX2;XX3
6464d062,XX;XX2;XX3
fd6d81d8,XX;XX2;XX3
8a6ab14e,XX;XX2;XX3
1ad5acdf,XX;XX2;XX3
6dd29c49,XX;XX2;XX3
0d1515ac,XX;XX2;XX3
e31b7480,XX;XX2;XX3
941c4416,XX;XX2;XX3
0a78d1b5,XX;XX2;XX3
7d7fe123,XX;XX2;XX3
e476b099,XX;XX2;XX3
9371800f,XX;XX2;XX3
03ce9d9e,XX;XX2;XX3
74c9ad08,XX;XX2;XX3
4254836b,XX;XX2;XX3
3553b3fd,XX;XX2;XX3
db5dd2d1,XX;XX2;XX3
45394772,XX;XX2;XX3
323e77e4,XX;XX2;XX3
ab37265e,XX;XX2;XX3
dc3016c8,XX;XX2;XX3
4c8f0b59,XX;XX2;XX3
3b883bcf,XX;XX2;XX3
5b4fb22a,XX;XX2;XX3
2c4882bc,XX;XX2;XX3
b541d306,XX;XX2;XX3
c246e390,XX;XX2;XX3
5c227633,XX;XX2;XX3
2b2546a5,XX;XX2;XX3
b22c171f,XX;XX2;XX3
c52b2789,XX;XX2;XX3
55943a18,XX;XX2;XX3
22930a8e,XX;XX2;XX3
7062e1e9,XX;XX2;XX3
0765d17f,XX;XX2;XX3
9e6c80c5,XX;XX2;XX3
770f25f0,XX;XX2;XX3
00081566,XX;XX2;XX3
990144dc,XX;XX2;XX3
ee06744a,XX;XX2;XX3
09be594d,XX;XX2;XX3
6979d0a8,XX;XX2;XX3
1e7ee03e,XX;XX2;XX3
8777b184,XX;XX2;XX3
f0708112,XX;XX2;XX3
6e1414b1,XX;XX2;XX3
19132427,XX;XX2;XX3
801a759d,XX;XX2;XX3
f71d450b,XX;XX2;XX3
67a2589a,XX;XX2;XX3
10a5680c,XX;XX2;XX3
